KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,310.21,216.29 (-30.3 %),265.02 (-14.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),48.74 (+15.7 %)
Energy bought (kWh),4470.2,3031.3 (-32.2 %),3793.6 (-15.1 %)
Energy sold (kWh),2399.5,764.9 (-68.1 %),1539.3 (-35.8 %)
