KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),252.96 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.18 (+8.2 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3185.9 (-0.5 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),449.0 (-9.0 %)
