KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),258.91 (-28.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),56.35 (+15.5 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),1720.9 (-30.4 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),582.1 (-59.9 %)
