KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,693.23,479.10 (-30.9 %),504.85 (-27.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.74 (+3.7 %)
Energy bought (kWh),3203.1,2924.6 (-8.7 %),2988.8 (-6.7 %)
Energy sold (kWh),493.6,107.2 (-78.3 %),185.5 (-62.4 %)
