KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,239.20,138.07 (-42.3 %),208.29 (-12.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.22 (+29.4 %)
Energy bought (kWh),4018.0,2396.7 (-40.4 %),3536.7 (-12.0 %)
Energy sold (kWh),3862.8,2031.1 (-47.4 %),3171.2 (-17.9 %)
