KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,811.19,569.83 (-29.8 %),708.58 (-12.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),138.75 (+17.1 %)
Energy bought (kWh),4365.1,4458.1 (+2.1 %),5270.2 (+20.7 %)
Energy sold (kWh),187.6,17.0 (-90.9 %),854.7 (+355.5 %)
