KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),361.29 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.04 (+3.5 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4503.1 (-0.7 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),219.6 (-20.0 %)
