KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),415.22 (-2.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),26.82 (+6.3 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5053.0 (-2.0 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),467.7 (-22.5 %)
