KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),540.26 (-19.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),97.40 (+14.5 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3257.7 (-1.4 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),555.1 (-23.3 %)
