KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),162.50 (-8.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),29.76 (+16.7 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2139.9 (-8.2 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),525.9 (-32.8 %)
