KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),177.89 (-15.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),57.78 (+27.3 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2596.4 (-15.8 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1424.3 (-30.0 %)
