KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),258.94 (-12.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.85 (+7.1 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3156.7 (-14.2 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),421.5 (-59.5 %)
