KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,260.81,203.74 (-21.9 %),250.87 (-3.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),47.14 (+18.1 %)
Energy bought (kWh),3410.8,2669.1 (-21.7 %),3468.9 (+1.7 %)
Energy sold (kWh),906.3,24.2 (-97.3 %),840.8 (-7.2 %)
