KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),535.57 (-20.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.71 (+13.8 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3168.6 (-4.1 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),460.7 (-36.3 %)
