KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),281.31 (-22.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),78.75 (+21.7 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),1897.1 (-23.2 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),746.3 (-48.6 %)
