KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),138.64 (-12.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),41.83 (+26.4 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2164.3 (-12.4 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),1040.3 (-28.4 %)
