KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,718.06,495.03 (-31.1 %),573.61 (-20.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),78.58 (+10.9 %)
Energy bought (kWh),3466.3,3155.0 (-9.0 %),3733.3 (+7.7 %)
Energy sold (kWh),467.3,42.5 (-90.9 %),602.8 (+29.0 %)
