KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),778.28 (-29.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.06 (+2.9 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),4885.4 (-19.0 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),771.2 (-63.4 %)
