KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,740.23 (-28.0 %),839.81 (-18.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),99.58 (+9.7 %)
Energy bought (kWh),4949.2,4401.2 (-11.1 %),5084.4 (+2.7 %)
Energy sold (kWh),790.7,83.6 (-89.4 %),772.0 (-2.4 %)
