KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),510.85 (-25.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),85.54 (+12.4 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),3045.7 (-10.7 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),416.6 (-54.0 %)
