KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,255.40,225.36 (-11.8 %),255.84 (+0.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.49 (+11.9 %)
Energy bought (kWh),3203.1,2927.7 (-8.6 %),3441.7 (+7.5 %)
Energy sold (kWh),493.6,109.4 (-77.8 %),624.8 (+26.6 %)
