KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,655.31 (-27.9 %),763.69 (-16.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),108.38 (+11.9 %)
Energy bought (kWh),4534.2,4489.6 (-1.0 %),5190.3 (+14.5 %)
Energy sold (kWh),274.7,18.3 (-93.3 %),708.7 (+158.0 %)
