KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,343.55 (-13.4 %),401.93 (+1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),58.38 (+14.7 %)
Energy bought (kWh),4949.2,4353.2 (-12.0 %),5361.9 (+8.3 %)
Energy sold (kWh),790.7,31.4 (-96.0 %),1045.1 (+32.2 %)
