KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),227.24 (-12.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.42 (+7.5 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),2811.1 (-14.0 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),473.9 (-53.7 %)
