KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),332.31 (-29.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.80 (+14.8 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),1933.0 (-17.1 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),278.5 (-64.4 %)
