KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2027.36,1723.11 (-15.0 %),1889.90 (-6.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),166.79 (+8.2 %)
Energy bought (kWh),12190.6,12110.1 (-0.7 %),13322.0 (+9.3 %)
Energy sold (kWh),382.5,12.0 (-96.9 %),1240.7 (+224.3 %)
