KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),380.99 (-15.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.51 (+4.6 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),5014.3 (-16.8 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),916.6 (-56.5 %)
