KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,261.08 (-8.1 %),279.00 (-1.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.91 (+6.3 %)
Energy bought (kWh),3466.3,3155.3 (-9.0 %),3444.0 (-0.6 %)
Energy sold (kWh),467.3,119.3 (-74.5 %),429.7 (-8.0 %)
