KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),900.37 (-17.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),154.16 (+14.1 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5421.4 (-10.1 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),1303.8 (-38.2 %)
