KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),644.05 (-18.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),97.67 (+12.3 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4050.7 (+8.3 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),470.2 (+64.8 %)
