KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,496.72,349.92 (-29.6 %),418.23 (-15.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),68.32 (+13.8 %)
Energy bought (kWh),2636.2,2206.6 (-16.3 %),2720.4 (+3.2 %)
Energy sold (kWh),530.0,19.7 (-96.3 %),524.1 (-1.1 %)
