KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,528.49,321.46 (-39.2 %),461.09 (-12.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),139.63 (+26.4 %)
Energy bought (kWh),3185.0,2681.3 (-15.8 %),3654.3 (+14.7 %)
Energy sold (kWh),821.9,132.3 (-83.9 %),1118.5 (+36.1 %)
