KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),859.23 (-21.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),113.02 (+10.3 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5281.4 (-12.4 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),1176.9 (-44.2 %)
