KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),465.11 (-17.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),62.48 (+11.1 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),2926.4 (-8.1 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),453.5 (-44.8 %)
