KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),922.22 (-15.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),176.01 (+16.1 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5452.1 (-9.6 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),1349.0 (-36.0 %)
