KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),354.69 (-24.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.18 (+19.6 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2159.6 (-7.3 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),501.0 (-35.9 %)
