KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1172.85,843.13 (-28.1 %),908.58 (-22.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),65.45 (+5.6 %)
Energy bought (kWh),5669.5,5251.3 (-7.4 %),5746.3 (+1.4 %)
Energy sold (kWh),591.3,13.9 (-97.7 %),492.4 (-16.7 %)
