KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),495.34 (-28.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.03 (+10.2 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),3205.9 (-6.0 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),561.4 (-38.1 %)
