KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,206.23,174.77 (-15.3 %),194.26 (-5.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.48 (+9.4 %)
Energy bought (kWh),2636.2,2182.7 (-17.2 %),2496.0 (-5.3 %)
Energy sold (kWh),530.0,25.6 (-95.2 %),342.3 (-35.4 %)
