KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),470.05 (-16.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),67.42 (+12.0 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3018.1 (-5.2 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),552.7 (-32.7 %)
