KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),471.42 (-3.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),38.92 (+7.9 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5976.7 (-3.9 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),674.0 (-31.8 %)
