KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,292.54,242.55 (-17.1 %),285.06 (-2.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),42.50 (+14.5 %)
Energy bought (kWh),3680.3,3091.5 (-16.0 %),3790.0 (+3.0 %)
Energy sold (kWh),1039.9,298.8 (-71.3 %),1006.0 (-3.3 %)
