KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,355.41,341.57 (-3.9 %),350.08 (-1.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),8.51 (+2.4 %)
Energy bought (kWh),4365.1,4208.6 (-3.6 %),4343.6 (-0.5 %)
Energy sold (kWh),187.6,11.2 (-94.0 %),145.5 (-22.5 %)
