KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,283.53,257.34 (-9.2 %),278.86 (-1.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.52 (+7.6 %)
Energy bought (kWh),3448.2,3098.7 (-10.1 %),3444.8 (-0.1 %)
Energy sold (kWh),403.7,15.5 (-96.2 %),378.2 (-6.3 %)
