KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,245.44,217.45 (-11.4 %),238.79 (-2.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.34 (+8.7 %)
Energy bought (kWh),3099.7,2714.0 (-12.4 %),3051.7 (-1.5 %)
Energy sold (kWh),455.3,26.0 (-94.3 %),361.1 (-20.7 %)
