KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,641.11,437.58 (-31.7 %),447.98 (-30.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),10.40 (+1.6 %)
Energy bought (kWh),3448.2,3285.1 (-4.7 %),3336.0 (-3.3 %)
Energy sold (kWh),403.7,24.1 (-94.0 %),87.0 (-78.4 %)
