KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,664.84,634.20 (-4.6 %),671.88 (+1.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.68 (+5.7 %)
Energy bought (kWh),8193.7,8035.6 (-1.9 %),8666.8 (+5.8 %)
Energy sold (kWh),321.3,15.6 (-95.2 %),658.0 (+104.8 %)
