KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,255.42 (-10.1 %),270.89 (-4.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.47 (+5.4 %)
Energy bought (kWh),3466.3,3088.3 (-10.9 %),3324.8 (-4.1 %)
Energy sold (kWh),467.3,46.9 (-90.0 %),281.5 (-39.8 %)
