KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,680.03,473.26 (-30.4 %),599.55 (-11.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),126.28 (+18.6 %)
Energy bought (kWh),3740.4,3728.9 (-0.3 %),4682.4 (+25.2 %)
Energy sold (kWh),285.4,17.2 (-94.0 %),975.6 (+241.9 %)
