KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,567.67,393.82 (-30.6 %),518.46 (-8.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),124.65 (+22.0 %)
Energy bought (kWh),3203.1,3025.0 (-5.6 %),3939.0 (+23.0 %)
Energy sold (kWh),493.6,117.5 (-76.2 %),1035.1 (+109.7 %)
