KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),263.81 (-15.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),60.49 (+19.4 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3741.3 (-16.3 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1483.3 (-38.2 %)
