KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2157.61 (-9.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),99.80 (+4.2 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12616.7 (+3.5 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),627.7 (+64.1 %)
