KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,367.18 (-18.4 %),416.53 (-7.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),49.36 (+11.0 %)
Energy bought (kWh),6029.8,4936.5 (-18.1 %),5696.4 (-5.5 %)
Energy sold (kWh),2108.6,805.3 (-61.8 %),1578.8 (-25.1 %)
