KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),810.19 (-20.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.87 (+3.6 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),5646.8 (-5.3 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2113.0 (-17.0 %)
