KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),554.37 (-17.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),111.50 (+16.6 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3294.3 (-0.3 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),615.5 (-14.9 %)
