KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,129.02 (-18.6 %),150.19 (-5.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.17 (+13.3 %)
Energy bought (kWh),2171.0,1716.9 (-20.9 %),2061.6 (-5.0 %)
Energy sold (kWh),1009.2,502.0 (-50.3 %),863.3 (-14.5 %)
