KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1172.85,843.97 (-28.0 %),915.90 (-21.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.93 (+6.1 %)
Energy bought (kWh),5669.5,5263.1 (-7.2 %),5805.6 (+2.4 %)
Energy sold (kWh),591.3,17.3 (-97.1 %),551.2 (-6.8 %)
