KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,177.93,132.75 (-25.4 %),165.07 (-7.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.33 (+18.2 %)
Energy bought (kWh),2330.6,1656.4 (-28.9 %),2182.1 (-6.4 %)
Energy sold (kWh),782.1,33.7 (-95.7 %),573.2 (-26.7 %)
