KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1176.20,904.68 (-23.1 %),1007.57 (-14.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.89 (+8.7 %)
Energy bought (kWh),6218.9,5396.5 (-13.2 %),5926.2 (-4.7 %)
Energy sold (kWh),988.9,25.1 (-97.5 %),553.2 (-44.1 %)
