KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,641.11,472.73 (-26.3 %),577.27 (-10.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),104.54 (+16.3 %)
Energy bought (kWh),3448.2,3211.7 (-6.9 %),3963.9 (+15.0 %)
Energy sold (kWh),403.7,28.2 (-93.0 %),785.1 (+94.5 %)
