KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),545.86 (-19.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.99 (+15.3 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3383.0 (+2.4 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),676.7 (-6.5 %)
