KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,361.53,310.20 (-14.2 %),354.58 (-1.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),44.38 (+12.3 %)
Energy bought (kWh),4569.7,3979.7 (-12.9 %),4698.9 (+2.8 %)
Energy sold (kWh),768.3,29.5 (-96.2 %),747.0 (-2.8 %)
