KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),214.17 (-11.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),11.32 (+4.7 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),2745.3 (-13.8 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),312.8 (-61.9 %)
