KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.60,109.43 (-31.0 %),138.86 (-12.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),29.43 (+18.6 %)
Energy bought (kWh),2171.0,1420.7 (-34.6 %),1904.0 (-12.3 %)
Energy sold (kWh),1009.2,178.8 (-82.3 %),671.0 (-33.5 %)
